date,price
2020-05-16,1504.15301374263
2020-05-17,1543.9166110889578
2020-05-18,1563.1290345354494
2020-05-19,1567.1486961249109
2020-05-20,1534.3166588346592
2020-05-21,1460.1543737040297
2020-05-22,1481.929955463051
2020-05-23,1483.1356156943689
2020-05-24,1425.3530958365511
2020-05-25,1442.3618594188194
2020-05-26,1432.5719146227918
2020-05-27,1483.2446930862811
2020-05-28,1543.0904628978033
2020-05-29,1527.913589232113
2020-05-30,1585.934520406145
2020-05-31,1544.0337670520298
2020-06-01,1653.8436599187016
2020-06-02,1560.8738650437738
2020-06-03,1580.3152557264857
2020-06-04,1598.545357121539
2020-06-05,1578.4880938601457
2020-06-06,1582.6959858391194
2020-06-07,1592.1715923707518
2020-06-08,1599.2955077666677
2020-06-09,1595.049501137584
2020-06-10,1612.4029955667984
2020-06-11,1518.2914016563586
2020-06-12,1545.0361343513505
2020-06-13,1546.1148255912371
2020-06-14,1524.409610829441
2020-06-15,1532.980760057959
2020-06-16,1546.8090750965882
2020-06-17,1541.2212480969872
2020-06-18,1528.9872990808435
2020-06-19,1511.262941623184
2020-06-20,1520.544498304308
2020-06-21,1509.7900748214377
2020-06-22,1574.6896357052055
2020-06-23,1567.1447309705225
2020-06-24,1514.7110371753806
2020-06-25,1508.8286881925796
2020-06-26,1494.2483446276726
2020-06-27,1460.2064596003952
2020-06-28,1481.3354134192775
2020-06-29,1490.6915180555984
2020-06-30,1482.8073751932457
2020-07-01,1498.1410604069126
2020-07-02,1475.9013180611464
2020-07-03,1472.291202467549
2020-07-04,1485.3201597442496
2020-07-05,1477.348465916588
2020-07-06,1534.507981383228
2020-07-07,1518.1542894353515
2020-07-08,1556.1998880792632
2020-07-09,1525.312926327157
2020-07-10,1529.495599510899
2020-07-11,1522.9596425746674
2020-07-12,1533.021840495962
2020-07-13,1523.1336067853283
2020-07-14,1524.0749135317285
2020-07-15,1516.2221899047488
2020-07-16,1500.4608754661126
2020-07-17,1500.8565093554996
2020-07-18,1507.3214729862038
2020-07-19,1516.2053211821114
2020-07-20,1505.2848872997815
2020-07-21,1545.182044545208
2020-07-22,1580.0534416248477
2020-07-23,1600.181962999579
2020-07-24,1594.9193291278991
2020-07-25,1644.4622912463956
2020-07-26,1677.870402592545
2020-07-27,1827.4873362079088
2020-07-28,1825.9757032966745
2020-07-29,1855.7856677622008
2020-07-30,1874.5141714548067
2020-07-31,1917.0253562228784
2020-08-01,2027.988468471593
2020-08-02,1905.387162112684
2020-08-03,1951.772032686677
2020-08-04,1946.564011040596
2020-08-05,2024.0496714458025
2020-08-06,2028.4731574207665
2020-08-07,1985.4895652923888
2020-08-08,2015.915575761661
2020-08-09,2004.7694791915449
2020-08-10,2036.5878121681203
2020-08-11,1957.9456900468388
2020-08-12,1983.3582047231648
2020-08-13,2043.6295038021224
2020-08-14,2054.128213396567
2020-08-15,2072.0591982757933
2020-08-16,2082.694241824028
2020-08-17,2133.065132804722
2020-08-18,2080.171125664704
2020-08-19,2027.93942272524
2020-08-20,2054.723479400682
2020-08-21,1978.982952521955
2020-08-22,2008.6176749512515
2020-08-23,2002.8186942708664
2020-08-24,2034.904775571253
2020-08-25,1950.976659636187
2020-08-26,1967.0582880865843
2020-08-27,1936.1236467605056
2020-08-28,1979.2964998525345
2020-08-29,1978.496280356833
2020-08-30,2037.015467197832
2020-08-31,2040.198939783843
2020-09-01,2124.887554478988
2020-09-02,2001.1084743774315
2020-09-03,1773.3713461652178
2020-09-04,1825.753516696342
2020-09-05,1734.1837005288862
2020-09-06,1763.9751412717371
2020-09-07,1777.4633035986371
2020-09-08,1729.02572849367
2020-09-09,1758.9266923306866
2020-09-10,1789.5639751745712
2020-09-11,1802.3523285745432
2020-09-12,1822.8035855789503
2020-09-13,1790.1302880525143
2020-09-14,1841.65881872992
2020-09-15,1839.0630755380485
2020-09-16,1863.852941410854
2020-09-17,1883.61178268624
2020-09-18,1871.669606475876
2020-09-19,1895.86261366171
2020-09-20,1859.219939744672
2020-09-21,1765.5133607379234
2020-09-22,1774.653530672487
2020-09-23,1709.9340552825886
2020-09-24,1808.678181561982
2020-09-25,1812.7471058028311
2020-09-26,1824.7068947626249
2020-09-27,1834.5846587367337
2020-09-28,1818.977554531736
2020-09-29,1846.4819190414053
2020-09-30,1837.9371598372509
2020-10-01,1809.632372956512
2020-10-02,1791.8835899160645
2020-10-03,1790.5134039933278
2020-10-04,1818.0313121831755
2020-10-05,1833.565901907048
2020-10-06,1795.420405050934
2020-10-07,1807.7353242054223
2020-10-08,1845.357345810237
2020-10-09,1885.533986554485
